tick,router_id,flit_in,flit_out,avg_wait,max_wait,buffer_occ,active_vcs,stalls,credits,crossbar,io_ratio,sw_in_arb,sw_out_arb,empty_vcs,total_wait,min_cred,max_cred,credit_sends
2541500,0,59,0,904.86,5600.00,0,0,16,96,93330,0.0000,1580,1560,48,43433.33,1,4,60
2544500,15,13,0,474.31,7000.00,1,1,14,96,41452,0.0000,1561,1541,47,22766.67,1,4,13
2547500,11,27,0,607.50,8500.00,0,1,12,116,70337,0.0000,1985,1915,60,36450.00,0,4,26
2548500,4,62,0,906.60,6100.00,2,2,26,120,154594,0.0000,2231,2121,58,54395.83,1,4,61
2549500,13,44,0,771.11,7200.00,0,0,19,120,127388,0.0000,2363,2298,60,46266.67,1,4,45
2556500,8,74,0,786.87,6678.57,3,3,18,115,146929,0.0000,2233,2162,57,47211.90,1,4,60
2561500,2,58,0,641.11,5300.00,1,1,19,120,134723,0.0000,2190,2097,59,38466.67,1,4,58
2567500,9,81,0,672.22,5650.00,1,1,24,142,211603,0.0000,2882,2708,71,48400.00,1,4,68
2573500,1,45,0,561.11,5000.00,1,1,15,120,87461,0.0000,2232,2146,59,33666.67,1,4,28
2576500,10,67,0,673.70,6272.73,2,2,26,141,211403,0.0000,2847,2676,70,48506.06,0,4,63
2579500,5,68,0,596.97,4200.00,1,1,23,143,225096,0.0000,2978,2845,71,42982.05,1,4,62
2585500,7,47,0,659.29,5900.00,0,1,20,117,123762,0.0000,2125,2052,60,39557.14,1,4,47
2585500,12,56,0,731.25,4900.00,1,1,20,96,115054,0.0000,1666,1624,47,35100.00,1,4,55
2587000,3,34,0,646.88,6100.00,0,0,21,96,79792,0.0000,1515,1493,48,31050.00,1,4,35
2587500,14,46,0,643.61,7600.00,1,1,19,117,130091,0.0000,2403,2304,59,38616.67,0,4,46
2588500,6,93,0,711.34,6100.00,1,1,22,144,224939,0.0000,2913,2746,71,51216.67,1,4,77
2591500,0,33,0,663.54,7900.00,0,0,18,95,77305,0.0000,1613,1593,48,31850.00,0,4,33
2594500,15,40,0,725.00,5400.00,0,0,12,96,73459,0.0000,1602,1582,48,34800.00,1,4,41
2597500,11,52,0,744.17,6000.00,2,2,23,116,117967,0.0000,2035,1955,58,44650.00,0,4,40
2599500,13,85,0,745.97,5800.00,1,1,21,120,184088,0.0000,2435,2362,59,44758.33,1,4,64
2602500,4,54,0,851.67,6900.00,1,1,12,120,105379,0.0000,2284,2169,59,51100.00,1,4,48
2606500,8,39,0,779.72,7833.33,0,1,14,114,95953,0.0000,2274,2201,60,46783.33,1,4,39
2617500,2,38,0,450.83,5300.00,2,2,18,120,112242,0.0000,2227,2134,58,27050.00,1,4,37
2623500,1,56,0,736.25,8700.00,1,1,19,120,145861,0.0000,2288,2200,59,44175.00,1,4,54
2623500,9,66,0,696.76,5700.00,1,1,20,144,202915,0.0000,2948,2774,71,50166.67,1,4,66
2626500,10,48,0,522.69,4600.00,0,2,17,138,140292,0.0000,2896,2724,72,37633.33,1,4,48
2631500,5,52,0,606.60,6700.00,1,1,22,144,183953,0.0000,3030,2895,71,43675.00,1,4,50
2636000,7,89,0,1064.72,7950.00,1,1,18,117,137398,0.0000,2203,2107,59,63883.33,1,4,55
2637000,3,40,0,660.32,6500.00,1,1,23,92,89178,0.0000,1554,1530,47,31695.24,0,4,37
2637500,14,36,0,527.78,5000.00,0,0,17,119,111542,0.0000,2439,2338,60,31666.67,0,4,34
2637500,12,27,0,338.54,5000.00,1,1,16,96,70458,0.0000,1693,1651,47,16250.00,1,4,27
2639500,6,30,0,345.83,4100.00,0,0,21,144,129756,0.0000,2944,2777,72,24900.00,1,4,31
2642000,0,25,0,441.67,3600.00,0,0,16,94,62582,0.0000,1638,1618,48,21200.00,0,4,25
2647500,11,36,0,681.39,6100.00,1,1,17,120,86909,0.0000,2072,1991,59,40883.33,1,4,36
2650500,13,32,0,491.67,5000.00,0,0,20,120,121331,0.0000,2468,2395,60,29500.00,1,4,33
2651000,15,17,0,366.67,5000.00,1,1,12,96,42951,0.0000,1618,1598,47,17600.00,1,4,16
2652500,4,51,0,695.56,5600.00,1,1,19,118,134025,0.0000,2335,2219,59,41733.33,1,4,50
2661500,8,26,0,408.89,6600.00,1,1,17,120,84097,0.0000,2299,2226,59,24533.33,1,4,25
2667500,2,73,0,783.61,6400.00,2,2,17,116,144995,0.0000,2299,2199,58,47016.67,1,4,65
2673500,9,66,0,566.67,4500.00,0,0,22,143,193351,0.0000,3014,2830,72,40800.00,1,4,56
2673500,1,61,0,573.33,5500.00,1,1,16,119,131219,0.0000,2349,2252,59,34400.00,0,4,52
2676500,10,71,0,831.30,5653.85,1,1,20,142,204191,0.0000,2966,2794,71,59853.85,1,4,70
2682500,5,55,0,581.25,4600.00,0,0,29,144,228182,0.0000,3086,2951,72,41850.00,1,4,56
2686000,7,39,0,665.00,6100.00,0,0,26,120,129721,0.0000,2243,2147,60,39900.00,1,4,40
2687500,14,60,0,596.53,5975.00,0,0,19,115,153809,0.0000,2499,2398,60,35791.67,1,4,60
2687500,3,47,0,736.81,6000.00,0,0,28,96,104157,0.0000,1602,1578,48,35366.67,1,4,48
2688500,12,28,0,633.33,7600.00,0,0,17,96,74997,0.0000,1722,1680,48,30400.00,1,4,29
2689500,6,86,0,735.42,5000.00,1,1,15,144,208734,0.0000,3024,2850,71,52950.00,1,4,73
2693500,0,22,0,427.08,5000.00,0,0,14,96,58654,0.0000,1660,1640,48,20500.00,1,4,22
2701500,13,37,0,520.56,5333.33,0,0,26,120,142455,0.0000,2505,2432,60,31233.33,1,4,37
2701500,15,27,0,554.17,7500.00,1,1,19,96,72588,0.0000,1645,1625,47,26600.00,1,4,27
2704500,4,36,0,690.00,5000.00,1,1,23,120,123030,0.0000,2371,2254,59,41400.00,1,4,35
2706500,11,51,0,671.67,5400.00,1,1,25,120,141360,0.0000,2123,2042,59,40300.00,1,4,51
2715500,8,32,0,755.00,7100.00,1,1,22,120,114406,0.0000,2331,2257,59,45300.00,1,4,31
2720500,2,51,0,548.33,6000.00,1,1,23,120,149029,0.0000,2351,2248,59,32900.00,1,4,49
2723500,1,29,0,445.00,4200.00,0,0,20,119,104271,0.0000,2379,2280,60,26700.00,0,4,28
2723500,9,34,0,547.92,6350.00,1,1,16,144,133799,0.0000,3047,2862,71,39450.00,1,4,32
2726500,10,40,0,507.69,4153.85,2,2,18,142,149118,0.0000,3005,2832,70,36553.85,1,4,38
2732500,5,44,0,583.33,5250.00,0,0,15,143,139823,0.0000,3130,2994,72,42000.00,0,4,43
2736500,7,20,0,445.00,7100.00,1,1,15,120,71171,0.0000,2262,2166,59,26700.00,1,4,19
2737500,14,25,0,345.83,4100.00,0,0,16,120,98813,0.0000,2524,2423,60,20750.00,1,4,25
2737500,3,31,0,581.25,6000.00,1,1,14,95,63762,0.0000,1632,1607,47,27900.00,0,4,29
2739500,6,46,0,427.08,4250.00,2,2,22,143,181079,0.0000,3069,2895,70,30750.00,1,4,45
2741500,12,12,0,366.67,5000.00,1,1,8,96,30354,0.0000,1733,1691,47,17600.00,1,4,11
2749500,0,16,0,288.89,5100.00,1,1,13,96,46155,0.0000,1675,1655,47,13866.67,1,4,15
2751500,15,16,0,412.50,4500.00,1,1,9,96,37577,0.0000,1661,1641,47,19800.00,1,4,16
2751500,13,25,0,438.33,5000.00,0,0,13,119,87980,0.0000,2530,2457,60,26300.00,0,4,25
2756500,11,23,0,557.22,6000.00,0,0,15,119,75991,0.0000,2147,2066,60,33433.33,0,4,24
2756500,4,25,0,632.78,6100.00,1,1,12,120,74805,0.0000,2396,2279,59,37966.67,1,4,25
2765500,8,20,0,449.07,4500.00,0,1,11,116,65759,0.0000,2352,2278,60,26944.44,0,4,21
2771500,2,37,0,496.81,4375.00,0,0,16,120,108813,0.0000,2389,2284,60,29808.33,1,4,36
2773500,9,38,0,569.44,5300.00,1,1,18,142,144112,0.0000,3085,2900,71,41000.00,1,4,38
2773500,1,26,0,511.67,5000.00,1,1,17,120,93995,0.0000,2404,2304,59,30700.00,1,4,24
2776500,10,43,0,556.25,5500.00,1,2,24,140,179768,0.0000,3049,2876,71,40050.00,0,4,44
2786500,5,41,0,492.59,4166.67,1,1,21,144,171833,0.0000,3170,3033,71,35466.67,1,4,39
2787500,14,35,0,559.58,6100.00,2,3,16,117,109785,0.0000,2557,2456,58,33575.00,1,4,33
2789500,6,40,0,408.22,3750.00,1,1,20,143,145857,0.0000,3110,2935,71,29391.67,0,4,40
2791500,12,29,0,703.12,5000.00,1,2,13,93,64731,0.0000,1760,1717,47,33750.00,1,4,26
2793500,7,42,0,589.86,6500.00,1,1,21,120,124543,0.0000,2303,2205,59,35391.67,1,4,39
2797500,3,27,0,597.92,5500.00,1,1,19,96,72935,0.0000,1659,1634,47,28700.00,1,4,27
2803500,13,42,0,650.00,5100.00,1,1,17,120,131355,0.0000,2571,2498,59,39000.00,1,4,41
2804500,0,24,0,563.19,6100.00,1,1,16,96,63399,0.0000,1699,1679,47,27033.33,1,4,24
2806500,11,41,0,660.56,5700.00,0,0,16,117,110546,0.0000,2188,2106,60,39633.33,1,4,40
2806500,15,27,0,575.00,5500.00,1,1,16,96,69522,0.0000,1688,1668,47,27600.00,1,4,27
2807500,4,25,0,432.22,4500.00,1,1,13,120,77945,0.0000,2421,2303,59,25933.33,1,4,24
2815500,8,40,0,581.46,6187.50,1,1,25,117,144680,0.0000,2391,2317,59,34887.50,0,4,39
2821500,2,28,0,431.67,4166.67,0,0,13,118,80365,0.0000,2417,2308,60,25900.00,0,4,24
2824000,1,28,0,525.00,4500.00,0,0,13,118,95044,0.0000,2433,2333,60,31500.00,0,4,29
2824500,9,43,0,486.11,5100.00,0,0,24,144,175407,0.0000,3129,2944,72,35000.00,1,4,44
2827500,10,51,0,565.16,4950.00,1,1,25,144,203102,0.0000,3100,2927,71,40691.67,1,4,51
2839500,5,38,0,397.57,3100.00,1,1,18,144,152559,0.0000,3207,3067,71,28625.00,1,4,34
2839500,6,37,0,410.42,3950.00,1,1,18,141,147683,0.0000,3147,2971,71,29550.00,0,4,36
2841500,12,27,0,651.04,7500.00,1,1,11,96,51923,0.0000,1784,1741,47,31250.00,1,4,24
2842500,14,62,0,833.33,5950.00,1,1,18,120,151577,0.0000,2617,2507,59,50000.00,1,4,51
2844500,7,31,0,620.00,5650.00,1,1,17,120,99996,0.0000,2334,2236,59,37200.00,1,4,31
2847500,3,19,0,379.17,5000.00,0,0,13,95,52605,0.0000,1679,1654,48,18200.00,1,4,20
2853500,13,85,0,737.96,5100.00,3,3,16,114,161710,0.0000,2646,2561,57,44277.78,1,4,63
2855500,0,15,0,379.86,4400.00,1,1,8,96,35420,0.0000,1714,1692,47,18233.33,1,4,13
2856500,15,39,0,780.80,6100.00,0,1,20,95,98052,0.0000,1728,1708,48,37478.57,1,4,40
2856500,11,46,0,653.06,6000.00,1,2,21,119,125634,0.0000,2233,2148,59,39183.33,1,4,42
2857500,4,16,0,405.00,8200.00,0,0,12,119,67043,0.0000,2438,2320,60,24300.00,1,4,17
2865500,8,26,0,385.48,6928.57,1,1,18,120,100196,0.0000,2417,2342,59,23128.57,1,4,25
2874500,9,45,0,502.08,5000.00,0,0,21,144,163152,0.0000,3172,2984,72,36150.00,1,4,40
2874500,1,30,0,407.78,5000.00,1,1,18,120,103352,0.0000,2462,2362,59,24466.67,1,4,29
2877500,2,31,0,388.33,4500.00,1,1,17,120,104602,0.0000,2447,2338,59,23300.00,1,4,30
2877500,10,58,0,614.58,6200.00,1,1,19,144,179803,0.0000,3142,2968,71,44250.00,1,4,46
2889500,5,59,0,694.44,4500.00,1,1,20,144,222928,0.0000,3266,3125,71,50000.00,1,4,58
2889500,6,40,0,491.14,5100.00,0,0,25,143,179492,0.0000,3188,3012,72,35361.90,0,4,41
2891500,12,43,0,752.08,7100.00,0,0,16,96,100677,0.0000,1828,1785,48,36100.00,1,4,44
2894000,14,65,0,574.17,5650.00,0,0,19,120,175513,0.0000,2683,2571,60,34450.00,1,4,64
2894500,7,40,0,705.83,6800.00,1,1,24,120,135412,0.0000,2374,2276,59,42350.00,1,4,40
2897500,3,24,0,571.88,6250.00,1,1,18,95,68278,0.0000,1702,1677,47,27450.00,0,4,23
2904000,13,49,0,846.04,7000.00,0,0,18,120,157672,0.0000,2691,2605,60,50762.50,1,4,44
2905500,0,19,0,462.50,7000.00,1,1,9,96,47658,0.0000,1733,1711,47,22200.00,1,4,19
2906500,11,48,0,894.31,7125.00,1,1,22,120,132379,0.0000,2280,2193,59,53658.33,1,4,45
2907500,4,37,0,775.00,6500.00,1,1,19,120,119338,0.0000,2474,2356,59,46500.00,1,4,36
2908500,15,20,0,522.57,6666.67,1,1,14,96,53241,0.0000,1747,1726,47,25083.33,1,4,18
2915500,8,52,0,604.17,6100.00,0,0,18,119,132515,0.0000,2470,2386,60,36250.00,1,4,44
2924500,1,28,0,413.33,5000.00,1,1,16,119,104607,0.0000,2490,2390,59,24800.00,0,4,28
2924500,9,63,0,541.48,3700.00,2,3,24,139,216880,0.0000,3233,3043,70,38986.90,0,4,59
2927500,10,45,0,525.00,4100.00,1,1,19,143,179583,0.0000,3187,3013,71,37800.00,0,4,45
2928500,2,32,0,505.00,5600.00,0,0,12,119,94232,0.0000,2480,2370,60,30300.00,0,4,32
2940000,5,36,0,452.31,4366.67,0,0,20,144,172883,0.0000,3303,3162,72,32566.67,1,4,37
2941500,12,31,0,648.96,6300.00,0,0,18,96,86426,0.0000,1859,1816,48,31150.00,1,4,31
2941500,6,28,0,344.44,4600.00,2,2,16,144,120997,0.0000,3214,3038,70,24800.00,1,4,26
2944000,14,46,0,504.72,4100.00,1,1,13,117,124352,0.0000,2728,2611,59,30283.33,0,4,40
2945500,7,31,0,725.00,7300.00,1,1,17,120,103097,0.0000,2405,2307,59,43500.00,1,4,31
2954000,13,57,0,694.17,5900.00,1,2,11,117,144733,0.0000,2747,2661,59,41650.00,1,4,56
2955500,0,18,0,489.58,6000.00,0,0,10,95,48196,0.0000,1752,1730,48,23500.00,0,4,19
2956500,11,37,0,675.00,6300.00,1,1,12,118,92853,0.0000,2316,2227,59,40500.00,1,4,34
2958500,15,34,0,692.13,6000.00,0,1,19,93,88891,0.0000,1782,1761,48,33222.22,1,4,35
2959500,3,22,0,554.17,5700.00,1,1,14,96,59073,0.0000,1724,1698,47,26600.00,1,4,21
2960500,4,36,0,600.83,4900.00,1,1,16,120,111577,0.0000,2510,2391,59,36050.00,1,4,35
2968500,8,49,0,793.89,5800.00,1,1,21,120,149572,0.0000,2518,2434,59,47633.33,1,4,48
2974500,9,80,0,750.46,5375.00,2,2,24,141,261955,0.0000,3312,3115,70,54033.33,0,4,72
2974500,1,53,0,541.11,6066.67,0,0,18,116,132649,0.0000,2544,2436,60,32466.67,0,4,46
2977500,10,74,0,559.84,4450.00,1,2,27,137,240632,0.0000,3258,3081,71,40308.33,0,4,68
2978500,2,61,0,928.06,7300.00,2,3,18,114,158098,0.0000,2537,2426,58,55683.33,1,4,56
2990000,5,66,0,615.74,5600.00,1,1,23,141,233023,0.0000,3368,3221,71,44333.33,0,4,59
2991500,6,76,0,786.69,6300.00,0,0,19,142,224180,0.0000,3289,3104,72,56641.67,1,4,66
2992500,12,29,0,489.24,5500.00,1,1,16,96,76931,0.0000,1887,1844,47,23483.33,1,4,28
2994000,14,63,0,695.00,7500.00,0,0,25,119,192662,0.0000,2792,2672,60,41700.00,1,4,61
2999500,7,63,0,900.83,7200.00,1,1,15,120,111872,0.0000,2458,2353,59,54050.00,1,4,46
3004000,13,30,0,531.67,6000.00,1,1,13,117,109751,0.0000,2777,2691,59,31900.00,0,4,30
3006500,11,42,0,764.93,8200.00,1,1,17,120,114721,0.0000,2358,2269,59,45895.83,1,4,42
3008500,15,38,0,727.78,9200.00,1,1,20,96,90867,0.0000,1819,1798,47,34933.33,1,4,37
3008500,0,39,0,587.15,4550.00,2,2,22,96,97957,0.0000,1789,1766,46,28183.33,1,4,36
3012000,4,68,0,795.56,7100.00,1,1,24,120,186754,0.0000,2578,2459,59,47733.33,1,4,68
3018500,8,63,0,705.07,6100.00,2,2,20,118,170048,0.0000,2579,2493,58,42303.99,0,4,59
3018500,3,38,0,601.04,6700.00,1,1,17,96,85944,0.0000,1761,1734,47,28850.00,1,4,36
3024500,9,43,0,612.04,5100.00,0,0,17,143,163183,0.0000,3356,3159,72,44066.67,0,4,44
3029500,1,44,0,363.89,3400.00,1,1,17,120,137658,0.0000,2587,2478,59,21833.33,1,4,42
3030500,10,67,0,662.04,6800.00,1,1,14,144,174144,0.0000,3324,3139,71,47666.67,1,4,58
3030500,2,41,0,604.17,4500.00,3,3,16,120,112493,0.0000,2577,2466,57,36250.00,1,4,40
3040000,5,88,0,698.15,4650.00,0,0,20,144,238108,0.0000,3451,3301,72,50266.67,1,4,80
3041500,6,84,0,642.36,4900.00,0,0,15,143,204020,0.0000,3365,3173,72,46250.00,1,4,69
3043500,12,33,0,683.33,6000.00,0,0,14,96,80150,0.0000,1921,1878,48,32800.00,1,4,34
3045500,14,39,0,616.67,7800.00,0,0,19,120,142710,0.0000,2831,2711,60,37000.00,1,4,39
3050500,7,39,0,826.67,6400.00,1,1,19,120,123337,0.0000,2497,2392,59,49600.00,1,4,39
3054500,13,31,0,469.07,5750.00,0,0,21,119,140767,0.0000,2809,2723,60,28143.94,0,4,32
3056500,11,56,0,562.50,5550.00,1,1,16,120,149338,0.0000,2414,2323,59,33750.00,1,4,54
3059500,0,27,0,519.79,7250.00,0,0,18,96,81963,0.0000,1818,1795,48,24950.00,1,4,29
3060500,15,43,0,528.12,6550.00,1,1,20,96,100175,0.0000,1862,1841,47,25350.00,1,4,43
3062000,4,61,0,770.06,6500.00,2,2,21,114,164408,0.0000,2638,2519,58,46203.85,1,4,60
3068500,8,46,0,580.69,6375.00,2,2,24,119,163441,0.0000,2625,2535,58,34841.67,0,4,42
3069000,3,46,0,685.42,7400.00,0,0,17,96,96723,0.0000,1807,1778,48,32900.00,1,4,44
3078500,9,51,0,647.92,5500.00,2,2,21,144,188018,0.0000,3405,3207,70,46650.00,1,4,48
3079500,1,49,0,739.17,7100.00,0,0,19,119,144940,0.0000,2636,2522,60,44350.00,1,4,44
3080500,10,66,0,787.62,5600.00,1,1,21,141,250750,0.0000,3390,3205,71,56708.33,0,4,66
3080500,2,75,0,853.47,5200.00,0,0,24,119,205291,0.0000,2654,2539,60,51208.33,1,4,73
3090000,5,49,0,597.22,4500.00,1,1,24,141,212549,0.0000,3498,3344,71,43000.00,0,4,43
3091500,6,83,0,748.50,4400.00,1,1,19,142,254134,0.0000,3446,3253,71,53891.67,1,4,80
3093500,12,31,0,650.89,6142.86,2,2,17,93,83272,0.0000,1950,1907,46,31242.86,0,4,29
3095500,14,33,0,509.17,5250.00,0,0,19,119,141882,0.0000,2864,2744,60,30550.00,0,4,33
3101000,7,56,0,722.36,6100.00,0,0,23,119,169460,0.0000,2554,2449,60,43341.67,0,4,57
3104500,13,30,0,543.33,6500.00,2,2,21,120,128685,0.0000,2837,2750,58,32600.00,1,4,27
3106500,11,41,0,632.67,5760.00,0,0,18,117,131299,0.0000,2456,2365,60,37960.00,0,4,42
3110500,15,27,0,605.21,6350.00,0,0,19,96,83515,0.0000,1890,1869,48,29050.00,1,4,28
3110500,0,40,0,707.99,7100.00,0,0,25,96,109008,0.0000,1858,1835,48,33983.33,1,4,40
3116500,4,36,0,862.62,7000.00,1,1,20,120,132003,0.0000,2675,2556,59,51757.14,1,4,37
3118500,8,34,0,511.25,5600.00,1,1,20,120,127724,0.0000,2660,2569,59,30675.00,1,4,34
3128500,9,57,0,650.00,6100.00,2,2,19,143,200341,0.0000,3462,3256,70,46800.00,1,4,49
3130500,10,43,0,412.96,5433.33,1,1,23,140,203170,0.0000,3433,3248,71,29733.33,1,4,43
3130500,3,41,0,657.29,6300.00,2,2,23,96,104398,0.0000,1846,1817,46,31550.00,1,4,39
3131500,2,50,0,492.78,4166.67,1,1,23,120,169189,0.0000,2703,2588,59,29566.67,1,4,49
3132500,1,64,0,611.39,6800.00,1,1,26,120,194084,0.0000,2699,2584,59,36683.33,1,4,62
3141500,6,49,0,432.64,4433.33,1,1,15,143,170574,0.0000,3495,3302,71,31150.00,0,4,49
3141500,5,82,0,733.80,6000.00,1,1,23,144,270896,0.0000,3577,3420,71,52833.33,1,4,76
3148500,14,43,0,482.22,5233.33,1,1,18,120,149277,0.0000,2906,2785,59,28933.33,1,4,41
3151500,7,28,0,546.67,6600.00,1,1,15,120,98508,0.0000,2581,2475,59,32800.00,1,4,26
3154500,12,21,0,518.75,7833.33,1,1,14,96,65256,0.0000,1972,1928,47,24900.00,1,4,21
3155500,13,44,0,548.61,5000.00,2,2,22,120,171943,0.0000,2881,2792,58,32916.67,1,4,42
3156500,11,53,0,652.80,5500.00,1,4,19,113,135886,0.0000,2508,2414,59,39167.86,1,4,49
3160500,15,43,0,610.42,4200.00,1,1,10,93,86800,0.0000,1932,1911,47,29300.00,0,4,42
3164500,0,24,0,604.17,5500.00,1,1,15,96,62821,0.0000,1881,1858,47,29000.00,1,4,23
3167500,4,34,0,552.78,4500.00,1,1,19,120,133917,0.0000,2709,2590,59,33166.67,1,4,34
3168500,8,27,0,381.67,4700.00,1,1,19,120,118870,0.0000,2687,2596,59,22900.00,1,4,27
3180500,9,39,0,423.61,5200.00,1,1,18,144,173665,0.0000,3501,3294,71,30500.00,1,4,38
3180500,10,64,0,585.13,5650.00,1,1,22,136,232597,0.0000,3497,3312,71,42129.17,0,4,64
3182500,1,27,0,471.67,6100.00,1,1,16,120,106564,0.0000,2726,2611,59,28300.00,1,4,27
3182500,3,39,0,830.56,7600.00,1,1,19,96,101153,0.0000,1886,1856,47,39866.67,1,4,39
3183500,2,25,0,373.33,9200.00,3,3,15,120,93600,0.0000,2726,2611,57,22400.00,1,4,23
3191500,6,50,0,476.39,5800.00,0,0,20,144,229611,0.0000,3546,3353,72,34300.00,1,4,51
3198500,14,42,0,645.00,6200.00,1,1,19,120,165727,0.0000,2948,2827,59,38700.00,1,4,42
3198500,5,52,0,511.11,6200.00,1,1,24,144,241359,0.0000,3629,3472,71,36800.00,1,4,52
3202500,7,37,0,528.89,6000.00,1,1,21,120,134847,0.0000,2618,2512,59,31733.33,1,4,37
3204500,12,22,0,381.25,5000.00,1,1,11,93,63958,0.0000,1994,1950,47,18300.00,0,4,22
3205500,13,32,0,425.56,4833.33,0,0,11,115,106650,0.0000,2915,2826,60,25533.33,0,4,34
3206500,11,40,0,798.66,7500.00,0,1,14,117,111958,0.0000,2549,2455,60,47919.70,1,4,41
3211500,15,30,0,773.96,7250.00,1,1,19,96,88597,0.0000,1962,1941,47,37150.00,1,4,30
3217500,4,58,0,611.39,5250.00,1,2,18,117,162103,0.0000,2766,2637,59,36683.33,1,4,47
3218500,8,48,0,875.83,6500.00,0,0,17,116,151801,0.0000,2736,2644,60,52550.00,1,4,48
3222500,0,41,0,729.51,6000.00,1,1,18,96,97751,0.0000,1922,1899,47,35016.67,1,4,41
3230500,9,46,0,590.28,5100.00,1,1,16,144,159277,0.0000,3547,3338,71,42500.00,1,4,44
3231500,10,59,0,701.39,6100.00,1,1,25,144,230549,0.0000,3556,3369,71,50500.00,1,4,57
3233500,2,45,0,569.17,4500.00,1,1,22,120,158241,0.0000,2773,2657,59,34150.00,1,4,46
3234500,3,35,0,650.69,5100.00,1,1,21,96,101222,0.0000,1921,1891,47,31233.33,1,4,35
3236500,1,50,0,528.06,4000.00,1,1,23,120,163442,0.0000,2776,2659,59,31683.33,1,4,48
3242500,6,46,0,554.17,7000.00,2,2,22,144,189013,0.0000,3590,3397,70,39900.00,1,4,44
3248500,5,62,0,663.19,4600.00,1,1,16,144,220820,0.0000,3691,3532,71,47750.00,1,4,60
3248500,14,48,0,553.06,7100.00,0,0,18,120,171111,0.0000,2994,2871,60,33183.33,1,4,44
3253000,7,39,0,561.11,5966.67,0,0,20,120,144297,0.0000,2658,2552,60,33666.67,1,4,40
3256500,11,45,0,783.33,5900.00,1,1,20,119,128605,0.0000,2593,2493,59,47000.00,0,4,38
3256500,13,38,0,478.33,5600.00,1,1,23,120,162106,0.0000,2952,2862,59,28700.00,1,4,36
3258500,12,30,0,555.56,6500.00,1,1,20,96,98330,0.0000,2024,1980,47,26666.67,1,4,30
3261500,15,32,0,560.42,6000.00,0,0,17,95,90072,0.0000,1995,1974,48,26900.00,1,4,33
3268500,8,13,0,276.67,5500.00,1,1,10,119,58284,0.0000,2748,2656,59,16600.00,0,4,12
3268500,4,35,0,616.67,6000.00,0,0,24,120,151379,0.0000,2802,2673,60,37000.00,1,4,36
3272500,0,27,0,441.20,6277.78,1,2,14,93,78422,0.0000,1949,1926,47,21177.78,1,4,27
3280500,9,41,0,340.28,4600.00,0,0,21,142,204910,0.0000,3589,3380,72,24500.00,1,4,42
3281500,10,55,0,468.06,5500.00,1,1,21,141,244419,0.0000,3611,3424,71,33700.00,1,4,55
3283500,2,31,0,371.39,4000.00,0,1,12,117,98789,0.0000,2805,2684,60,22283.33,1,4,27
3286500,1,48,0,637.50,6000.00,1,1,22,119,163623,0.0000,2824,2704,59,38250.00,0,4,45
3287500,3,24,0,290.62,7100.00,2,2,18,96,78062,0.0000,1944,1914,46,13950.00,1,4,23
3292500,6,47,0,567.36,4900.00,2,2,22,143,208736,0.0000,3637,3444,70,40850.00,1,4,47
3298500,5,59,0,657.64,5000.00,1,2,22,141,263323,0.0000,3750,3590,71,47350.00,1,4,58
3298500,14,63,0,552.50,4600.00,0,0,20,117,209031,0.0000,3057,2934,60,33150.00,0,4,63
3303000,7,34,0,558.33,5850.00,1,1,13,117,102780,0.0000,2691,2585,59,33500.00,1,4,33
3306500,11,51,0,627.14,5000.00,2,2,15,116,138231,0.0000,2643,2537,58,37628.57,1,4,44
3306500,13,69,0,522.64,4833.33,1,1,21,120,199596,0.0000,3017,2918,59,31358.33,1,4,56
3315500,15,43,0,857.29,6000.00,1,1,19,96,107730,0.0000,2037,2016,47,41150.00,1,4,42
3318500,8,37,0,656.67,6100.00,0,0,15,120,136450,0.0000,2786,2693,60,39400.00,1,4,37
3323500,0,22,0,668.75,9500.00,1,1,16,96,67796,0.0000,1971,1948,47,32100.00,1,4,22
3326500,12,38,0,450.69,5300.00,1,1,18,96,98020,0.0000,2062,2018,47,21633.33,1,4,38
3327500,4,37,0,696.11,7100.00,1,1,17,120,129145,0.0000,2838,2707,59,41766.67,1,4,34
3330500,9,56,0,712.50,4700.00,2,2,23,143,225044,0.0000,3643,3433,70,51300.00,0,4,53
3331500,10,39,0,594.44,4000.00,1,1,21,144,165278,0.0000,3650,3463,71,42800.00,1,4,39
3334500,2,38,0,565.15,5900.00,1,1,24,120,156803,0.0000,2842,2721,59,33909.09,1,4,37
3336500,1,51,0,473.75,5325.00,0,0,20,118,163819,0.0000,2876,2755,60,28425.00,0,4,51
3339500,3,19,0,545.83,5000.00,1,1,14,96,63533,0.0000,1964,1934,47,26200.00,1,4,20
3342500,6,62,0,664.35,4900.00,2,3,15,142,212123,0.0000,3699,3502,70,47833.33,1,4,58
3348500,5,48,0,588.89,4200.00,1,1,27,144,245859,0.0000,3798,3638,71,42400.00,1,4,48
3352500,14,28,0,447.22,5000.00,1,1,18,120,132655,0.0000,3084,2961,59,26833.33,1,4,27
3353000,7,41,0,615.56,5700.00,1,1,19,119,138115,0.0000,2731,2623,59,36933.33,1,4,38
3356500,13,32,0,445.56,4500.00,1,1,14,117,129095,0.0000,3049,2950,59,26733.33,0,4,32
3356500,11,31,0,487.01,6187.50,0,0,18,120,122668,0.0000,2676,2570,60,29220.83,1,4,33
3367500,15,32,0,420.83,4500.00,1,1,20,96,103714,0.0000,2069,2048,47,20200.00,1,4,32
